4,0,0,0,0.008405298,0.2982547,0.0005755784,0.0175738,0.5848359,0.01146804,0.008079336,0.7280642,0.05528867,0.1748232,0.4614872,0.02537081,0.2164351,0.2455736,0.03638416,0.1812281,0.04453337,0.107347,0.1500003,-0.02324593,0.1278442,-0.1519629,0.4486783,0.0134079,-0.1978224,0.2322865,0.01107881,-0.1725105,0.0210661,0.08151348,-0.1441679,-0.046194,0.0960228,0.07678459,-0.002751542,0.04086929,0.1039545,-0.3170378,0.0380726,0.1083036,-0.6459648,-0.01252476,0.06698809,-0.671139,0.1102698,-0.074099,-0.005098145,0.03149165,-0.07704726,-0.3162319,0.007354011,-0.0917306,-0.6411232,-0.06127244,-0.04192607,-0.6300466,0.06108425,0.0151674,0.5148115,0.006824244,0.1356525,-0.1042316,0.1420797,0.1862199,-0.04490619,0.1332522,-0.1399804,-0.123061,0.09820346,-0.1024599,-0.03156036,0.1210351
36,0,0,0,0.008483909,0.2982706,0.0005835063,0.01772659,0.5848694,0.01149822,0.008168352,0.728051,0.05535859,0.1749056,0.4615163,0.02545238,0.2164565,0.2455176,0.03646692,0.1812281,0.044529,0.1073729,0.1500384,-0.02299563,0.1277986,-0.151844,0.4486723,0.01336527,-0.1977278,0.2324298,0.0110324,-0.1725051,0.02108244,0.0814575,-0.1442451,-0.04628687,0.09579604,0.07677854,-0.002746213,0.04090787,0.1036987,-0.3158275,0.03844375,0.108143,-0.6446272,-0.01234616,0.07159265,-0.6764107,0.1080316,-0.07410014,-0.005113936,0.03144524,-0.0771122,-0.3162135,0.007255575,-0.09207287,-0.6410351,-0.06136589,-0.04201526,-0.6290564,0.06092595,0.01530704,0.5148406,0.00684555,0.1356104,-0.1041177,0.1420345,0.18656,-0.03552968,0.1317516,-0.1391386,-0.1234878,0.0980131,-0.101578,-0.04232426,0.1178353
70,0,0,0,0.00856292,0.2982875,0.0005910301,0.0178794,0.5849044,0.01152771,0.008263048,0.72804,0.05542488,0.1749921,0.4615463,0.02552889,0.2164859,0.2454412,0.03656033,0.1812234,0.04453011,0.1074034,0.1499839,-0.02262979,0.1279374,-0.1517248,0.4486634,0.01332516,-0.1976683,0.2325064,0.01100279,-0.1725031,0.02109787,0.08140091,-0.1443436,-0.04638398,0.09576312,0.07677163,-0.00273991,0.04094272,0.1035201,-0.3153658,0.03855551,0.1078089,-0.6441169,-0.01207867,0.07397345,-0.6795955,0.1076236,-0.07410021,-0.00513053,0.03140269,-0.07715963,-0.3159239,0.007294768,-0.0926633,-0.6405454,-0.06140566,-0.04209865,-0.6283002,0.06069757,0.01544616,0.5148714,0.006865842,0.1357847,-0.1038009,0.1425795,0.1859747,-0.03855729,0.1338064,-0.139256,-0.1232313,0.09816135,-0.1038497,-0.03233911,0.1181443
105,0,0,0,0.008641041,0.2983037,0.0005985395,0.01802636,0.584938,0.01155811,0.008352973,0.7280312,0.05548757,0.1750725,0.4615772,0.02560375,0.216512,0.2453871,0.03664928,0.1812135,0.04453684,0.1074376,0.1499742,-0.02239138,0.1279463,-0.1516104,0.4486525,0.01328211,-0.1976224,0.2325791,0.01096716,-0.1725137,0.02111388,0.08134105,-0.1444316,-0.04643938,0.09561589,0.07676268,-0.002733466,0.04097613,0.1033509,-0.3149419,0.03864927,0.1074115,-0.6436484,-0.01182948,0.07649465,-0.6880138,0.1035823,-0.07409803,-0.005146794,0.0313604,-0.07723742,-0.3158156,0.007257419,-0.09298769,-0.6403784,-0.06138266,-0.04203193,-0.627205,0.06065825,0.01558041,0.5149009,0.006887047,0.1355312,-0.1037477,0.1426722,0.1845549,-0.04890022,0.1361771,-0.139494,-0.1231722,0.09814616,-0.1009204,-0.04665469,0.1185232
140,0,0,0,0.008719666,0.2983195,0.000606386,0.01817423,0.5849709,0.01158829,0.008444743,0.7280233,0.05554692,0.1751573,0.4616086,0.02568756,0.216538,0.2453389,0.03674173,0.1811931,0.0445104,0.1075001,0.1495414,-0.02397153,0.128501,-0.1514969,0.448641,0.01323614,-0.197579,0.2326497,0.01092517,-0.1725384,0.02113014,0.08127308,-0.1445405,-0.04649839,0.09547727,0.07675334,-0.002726576,0.04101267,0.1031825,-0.3136127,0.03891874,0.1069293,-0.6423151,-0.01136422,0.07811246,-0.694867,0.09812878,-0.07409769,-0.005161836,0.03131605,-0.07734136,-0.3158211,0.007170986,-0.09274218,-0.6406118,-0.06092338,-0.04225006,-0.6243411,0.06183293,0.01571502,0.5149298,0.006908521,0.1346263,-0.1048199,0.1417194,0.1854498,-0.05483297,0.1349333,-0.1412033,-0.1218638,0.09782768,-0.1010126,-0.04658526,0.1182842
171,0,0,0,0.008794547,0.2983336,0.0006137716,0.01831497,0.585,0.01161826,0.008531244,0.7280158,0.05559785,0.1752401,0.4616384,0.0257691,0.2165765,0.2451571,0.03687024,0.1811815,0.04448946,0.1075552,0.1497253,-0.0236802,0.1285087,-0.1513909,0.4486284,0.01319227,-0.1975438,0.2327241,0.01088616,-0.1725685,0.02114609,0.08120773,-0.1446197,-0.04649057,0.09538331,0.07674544,-0.002719217,0.0410469,0.1031082,-0.3108912,0.03959703,0.106378,-0.6395909,-0.01085774,0.07821797,-0.6952986,0.09754238,-0.07409932,-0.005176147,0.03127623,-0.0773553,-0.3154342,0.007245709,-0.09252323,-0.6401492,-0.06045624,-0.04236961,-0.6227301,0.06267772,0.01584282,0.5149555,0.006930193,0.1348417,-0.1042246,0.1422946,0.1839297,-0.04164976,0.1401923,-0.1421655,-0.121495,0.09764311,-0.1037976,-0.03288113,0.1158881
203,0,0,0,0.008867011,0.2983469,0.0006215291,0.01845192,0.5850275,0.01164905,0.008615931,0.7280073,0.05565066,0.1753198,0.4616626,0.02585697,0.2166092,0.2449905,0.03699492,0.1811651,0.04445619,0.1076216,0.1497394,-0.02394948,0.1285304,-0.1512895,0.4486184,0.01314707,-0.1975135,0.232794,0.01083918,-0.1726054,0.02116226,0.08113337,-0.1446993,-0.04650326,0.09527248,0.07674074,-0.002712942,0.0410869,0.1029883,-0.3103748,0.03968302,0.1061507,-0.6390653,-0.0108342,0.07572612,-0.6873795,0.1013888,-0.07410558,-0.005188457,0.0312327,-0.07743427,-0.3160013,0.007065794,-0.0922965,-0.6409429,-0.06035472,-0.04393403,-0.6179312,0.06254438,0.01596687,0.5149797,0.0069528,0.134783,-0.1049128,0.1416916,0.1848386,-0.04142762,0.1360212,-0.1419214,-0.1227214,0.09585524,-0.1035686,-0.03728866,0.1162479
238,0,0,0,0.008943665,0.2983612,0.0006293788,0.01859907,0.5850582,0.01168037,0.008714774,0.7280016,0.05570154,0.1754081,0.4616875,0.02594314,0.2166441,0.2448459,0.03711063,0.1811514,0.04441339,0.107697,0.1500058,-0.02361873,0.1283596,-0.1511801,0.4486091,0.01310362,-0.1974808,0.2328629,0.01079004,-0.1726361,0.02117073,0.08106011,-0.1448287,-0.0465507,0.09510355,0.07673538,-0.002705977,0.0411258,0.1028718,-0.3100468,0.03970611,0.1059468,-0.6387371,-0.01083239,0.07337034,-0.6861783,0.1011738,-0.07411048,-0.005202629,0.03118992,-0.07753868,-0.3165617,0.006853528,-0.09216303,-0.641646,-0.06033058,-0.04457987,-0.6160775,0.06237229,0.01609912,0.5150062,0.006976021,0.1360471,-0.104109,0.142403,0.1885193,-0.03622108,0.1263992,-0.1424288,-0.1225966,0.09489761,-0.1045972,-0.03387317,0.114262
270,0,0,0,0.009010506,0.2983766,0.0006365227,0.018727,0.5850894,0.01171047,0.008795646,0.7279992,0.05575068,0.1754825,0.4617123,0.02602444,0.2166706,0.2447153,0.03722759,0.1811179,0.0442671,0.1078546,0.1499578,-0.02345852,0.1284588,-0.1510857,0.4486027,0.01306228,-0.1974556,0.2329298,0.01074198,-0.1726677,0.02118107,0.08098646,-0.1449139,-0.04655539,0.09501714,0.07673033,-0.002700702,0.04116134,0.1027613,-0.3098913,0.03969889,0.10577,-0.6385809,-0.01084562,0.07094289,-0.6843091,0.1016146,-0.07411643,-0.005214506,0.03114881,-0.07763438,-0.3165701,0.006778209,-0.09277108,-0.641596,-0.060251,-0.04205445,-0.624233,0.06101161,0.01621404,0.5150335,0.006997911,0.1360397,-0.1039745,0.1426515,0.1901915,-0.04940583,0.129387,-0.1429931,-0.122133,0.09485675,-0.1048351,-0.03295233,0.114165
304,0,0,0,0.009063161,0.2983929,0.0006425922,0.01882544,0.5851206,0.01173969,0.008846122,0.7279975,0.05579505,0.1755344,0.4617383,0.0261025,0.216677,0.2445999,0.03734219,0.1810682,0.04410222,0.1080236,0.1498591,-0.02337429,0.128482,-0.1510164,0.4486029,0.01302414,-0.197446,0.2329969,0.01069623,-0.1727049,0.02119367,0.08091684,-0.1449977,-0.04654746,0.09491766,0.07672624,-0.002698083,0.04119216,0.1026573,-0.3097622,0.03968471,0.1059427,-0.6383569,-0.01103801,0.06734379,-0.6823165,0.1001045,-0.07412354,-0.005223397,0.03111061,-0.07773651,-0.3165995,0.006698093,-0.09331778,-0.6417053,-0.06020295,-0.041383,-0.6263001,0.06049521,0.01630309,0.5150612,0.007019226,0.1358408,-0.1038205,0.1431037,0.1894566,-0.03672609,0.1286853,-0.1432684,-0.122357,0.09462237,-0.1041421,-0.03810843,0.1134742
