0
1000
2000
2500
3000
4000
4500
5000
5500
6000
6500
7000
7500
8000
8500
9000
9500
10000
10500
11000
11500
12000
12500
13000
13500
14000
14500
15000
15500
16000
16500
17000
17500
18000
18500
19000
19500

//excel用
0	0
0	1
0	0
1000	0
1000	1
1000	0
2000	0
2000	1
2000	0
2500	0
2500	1
2500	0
3000	0
3000	1
3000	0
4000	0
4000	1
4000	0
4500	0
4500	1
4500	0
5000	0
5000	1
5000	0
5500	0
5500	1
5500	0
6000	0
6000	1
6000	0
6500	0
6500	1
6500	0
7000	0
7000	1
7000	0
7500	0
7500	1
7500	0
8000	0
8000	1
8000	0
8500	0
8500	1
8500	0
9000	0
9000	1
9000	0
9500	0
9500	1
9500	0
10000	0
10000	1
10000	0
10500	0
10500	1
10500	0
11000	0
11000	1
11000	0
11500	0
11500	1
11500	0
12000	0
12000	1
12000	0
12500	0
12500	1
12500	0
13000	0
13000	1
13000	0
13500	0
13500	1
13500	0
14000	0
14000	1
14000	0
14500	0
14500	1
14500	0
15000	0
15000	1
15000	0
15500	0
15500	1
15500	0
16000	0
16000	1
16000	0
16500	0
16500	1
16500	0
17000	0
17000	1
17000	0
17500	0
17500	1
17500	0
18000	0
18000	1
18000	0
18500	0
18500	1
18500	0
19000	0
19000	1
19000	0
19500	0
19500	1
19500	0
