1,0.1432985,-0.04079881,2.136638
26,0.1432985,-0.04079881,2.136638
60,0.1407942,-0.04091399,2.142641
92,0.1435025,-0.04085609,2.139639
127,0.1432999,-0.04079881,2.136638
159,0.1432315,-0.04077971,2.135638
193,0.1433368,-0.04080835,2.137139
225,0.2035887,-0.08880082,2.16728
260,0.1408854,-0.04093945,2.143974
293,0.1442517,-0.03858329,2.142239
328,0.1454858,0.002394855,2.131869
358,0.1438704,-0.03571095,2.140417
394,0.1433355,-0.03791608,2.137306
426,0.1418159,-0.0374283,2.133212
461,0.1435865,-0.02027597,2.132034
492,0.1436905,-0.01552219,2.132796
528,0.1457693,-0.01353469,2.135652
558,0.1455023,-0.01195289,2.134218
594,0.1453114,-0.03739756,2.140838
628,0.1462732,-0.03792732,2.137887
661,0.1510876,-0.01281142,2.14242
693,0.1528623,-0.008895723,2.138474
727,0.153856,-0.002250521,2.145775
759,0.1497907,-0.02934146,2.146636
794,0.2162425,-0.07521879,2.148771
827,0.2279121,-0.0659512,2.146515
860,0.2100783,-0.07447045,2.116396
892,0.1929426,0.07669673,2.118804
927,0.2581478,0.112252,2.132658
961,0.190773,0.1164605,2.098654
995,0.1841498,0.1380502,2.08287
1027,0.2091909,0.1757659,2.064299
1061,0.2059113,0.2040662,2.046489
1095,0.1715693,0.2144292,2.016895
1129,0.1660401,0.2458195,1.997322
1159,0.1707765,0.2935821,1.973145
1195,0.155778,0.3271994,1.953642
1225,0.1384094,0.353452,1.933282
1259,0.1508853,0.3711328,1.917654
1292,0.1105286,0.4256139,1.905341
1326,0.09260995,0.429582,1.895758
1358,0.07813,0.4686357,1.885541
1395,0.06528042,0.4698766,1.87469
1427,0.05416378,0.4772897,1.866985
1461,0.0456705,0.4799907,1.85912
1493,0.03935519,0.4859434,1.846367
1528,0.03037029,0.4962395,1.841941
1559,0.02328774,0.5000526,1.83639
1595,0.01827627,0.5041669,1.832415
1628,0.01279358,0.5130853,1.82789
1661,0.006311457,0.5168843,1.825125
1692,0.001524271,0.5225034,1.824187
1727,-0.002368969,0.5315998,1.819789
1758,-0.008494064,0.5382496,1.819057
1794,-0.01651971,0.5446595,1.81936
1826,-0.02202396,0.5440854,1.82268
1860,-0.0275291,0.5510748,1.824734
1892,-0.03423792,0.5662971,1.827834
1928,-0.04060575,0.5824887,1.827635
1960,-0.04411013,0.5917494,1.825211
1994,-0.04780732,0.5990272,1.823693
2026,-0.05227955,0.6014131,1.826683
2060,-0.05431415,0.602627,1.823891
2094,-0.05418059,0.6026394,1.823985
2127,-0.05390482,0.6011119,1.823473
2159,-0.05345612,0.5994332,1.824157
2194,-0.04983423,0.6000525,1.828504
2226,-0.04662804,0.5994334,1.827362
2260,-0.04357716,0.6007571,1.827665
2292,-0.04210639,0.5994501,1.825807
2328,-0.04124255,0.6005657,1.827948
2359,-0.04199792,0.6012335,1.82634
2395,-0.04345339,0.6024704,1.826546
2427,-0.04488504,0.6051338,1.826614
2460,-0.04748147,0.6071818,1.824032
2492,-0.0503628,0.6100749,1.823696
2527,-0.04423429,0.6673862,1.817168
2559,-0.04477291,0.6518028,1.815583
2595,-0.0494921,0.6530559,1.813342
2627,-0.05451626,0.6534262,1.812026
2660,-0.06411082,0.6286042,1.812384
2693,-0.0657731,0.6336188,1.809549
2727,-0.06724688,0.6385697,1.808547
2759,-0.06996025,0.6384005,1.808163
2795,-0.07142042,0.6373795,1.806766
2826,-0.07207909,0.6374632,1.807264
2860,-0.07194668,0.6378082,1.807403
2892,-0.06839921,0.6412413,1.809059
2927,-0.06779345,0.6416224,1.810052
2961,-0.06505481,0.642037,1.811961
2995,-0.06510891,0.6423367,1.814639
3026,-0.06125441,0.6828441,1.816819
3060,-0.05941794,0.6833406,1.819066
3093,-0.06098129,0.6443515,1.822403
3128,-0.06282566,0.6371419,1.823697
3160,-0.06069677,0.6837263,1.827159
3194,-0.06082393,0.683822,1.827781
3226,-0.05961486,0.6830385,1.825713
3261,-0.05975875,0.683622,1.827955
3293,-0.06033428,0.6829413,1.825209
3327,-0.05792345,0.6912531,1.822316
3359,-0.06054648,0.6838602,1.828752
3394,-0.0654019,0.6317258,1.826616
3427,-0.0627514,0.6826696,1.829485
3461,-0.06378853,0.6817339,1.828648
3493,-0.06353606,0.6823601,1.830878
3527,-0.06373575,0.6813916,1.832268
3559,-0.06152377,0.6924148,1.829798
3595,-0.06279222,0.6801477,1.835687
3628,-0.06169999,0.6832005,1.837833
3660,-0.0626158,0.6838666,1.841329
3692,-0.06292465,0.6855029,1.841309
3727,-0.06108297,0.6880596,1.843332
3759,-0.06177219,0.690578,1.847846
3794,-0.05982422,0.6905289,1.847174
3829,-0.05979403,0.6935976,1.85311
3860,-0.06151169,0.6934547,1.857253
3893,-0.06069336,0.6967835,1.858017
3927,-0.06249982,0.6985218,1.862011
3960,-0.06274953,0.699629,1.863274
3995,-0.0630058,0.6988497,1.867096
4026,-0.06461708,0.7000015,1.866464
4061,-0.07014894,0.6639873,1.857988
4094,-0.07286362,0.662226,1.856765
4128,-0.06976473,0.698064,1.863292
4159,-0.05663168,0.6585158,1.793441
4194,-0.02545327,0.655493,1.71272
4226,-0.006192584,0.6372195,1.672088
4259,-0.01368469,0.6379297,1.685786
4292,-0.04055724,0.6753395,1.717979
4327,-0.05711848,0.6845821,1.754686
4359,-0.0741796,0.6855851,1.785272
4395,-0.084466,0.6867608,1.811304
4427,-0.09450682,0.6868172,1.829252
4461,-0.09723655,0.683361,1.837292
4492,-0.1112396,0.6406763,1.838817
4526,-0.08304299,0.383443,1.866424
4558,-0.08402637,0.3507361,1.902542
4595,-0.09336939,0.3714117,1.858942
4628,-0.08669038,0.3355912,1.885222
4661,-0.08488285,0.4979323,1.715754
4692,-0.0628974,0.4559159,1.683407
4727,-0.05593868,0.4484564,1.680553
4758,-0.06121769,0.4588068,1.693202
4794,-0.07058689,0.474158,1.708313
4827,-0.07992723,0.4963394,1.725901
4859,-0.08888533,0.508167,1.742346
4892,-0.09659562,0.5136279,1.756697
4927,-0.1072079,0.5212219,1.773141
4961,-0.1151115,0.5231789,1.782399
4994,-0.1219279,0.5255045,1.788517
5027,-0.1300132,0.5242239,1.794419
5061,-0.131805,0.524835,1.796513
5093,-0.1268143,0.5061188,1.772741
5127,-0.1127012,0.4760271,1.726041
5159,-0.09020769,0.437287,1.689513
5193,-0.07598551,0.4206564,1.680788
5226,-0.07866441,0.4277242,1.689901
5260,-0.08873763,0.4455948,1.706364
5295,-0.1006733,0.4664455,1.723572
5327,-0.1124578,0.4875205,1.738283
5359,-0.1217643,0.5019228,1.757484
5394,-0.1308215,0.5145611,1.777278
5427,-0.1354309,0.5163386,1.786236
5462,-0.1380754,0.5212125,1.795173
5492,-0.1409852,0.527326,1.80081
5526,-0.1414764,0.5234123,1.799044
5558,-0.1388707,0.5197265,1.790548
5595,-0.1328412,0.5033829,1.763524
5627,-0.1182791,0.4775851,1.716248
5661,-0.09677481,0.4419782,1.679032
5693,-0.08518503,0.4330041,1.670984
5727,-0.08729995,0.445022,1.684141
5758,-0.0962472,0.4621649,1.695331
5794,-0.1048722,0.482573,1.711774
5829,-0.1099771,0.5007122,1.72731
5860,-0.1152335,0.5126426,1.740404
5893,-0.1197157,0.5264686,1.754959
5927,-0.1236064,0.5314142,1.765929
5960,-0.1310095,0.541636,1.778615
5995,-0.1355416,0.5352607,1.78428
6026,-0.1377277,0.5450186,1.790147
6061,-0.1353221,0.5665863,1.802956
6093,-0.1293914,0.5830505,1.813324
6128,-0.123805,0.572509,1.817283
6158,-0.1291342,0.6207224,1.83277
6194,-0.1223869,0.632461,1.818969
6227,-0.0869344,0.6939099,1.784608
6260,-0.067157,0.7051428,1.714246
6294,-0.0585164,0.702311,1.695049
6327,-0.06780907,0.706829,1.707537
6359,-0.07994576,0.7122039,1.733042
6395,-0.09208877,0.7109784,1.757141
6428,-0.1049815,0.6992771,1.777391
6461,-0.1114906,0.6904094,1.795148
6492,-0.1194548,0.676277,1.805449
6527,-0.1245677,0.671744,1.810888
6559,-0.1461722,0.6140954,1.811174
6595,-0.150801,0.6481736,1.808258
6628,-0.1814224,0.6255302,1.81366
6659,-0.2604397,0.7793867,1.920958
6693,-0.09846379,0.7138721,1.615345
6726,-0.09324725,0.6831186,1.585898
6759,-0.1074129,0.3103206,1.8485
6793,-0.1115124,0.3140022,1.847134
6826,-0.1154819,0.3240044,1.839176
6860,-0.117141,0.3262349,1.845604
6893,-0.1173758,0.3317565,1.850681
6928,-0.1126936,0.3311885,1.851939
6960,-0.1094039,0.3351266,1.855735
6994,-0.1610088,0.5590134,1.769403
7025,-0.2839872,0.3149536,1.862562
7060,-0.1969642,0.7127829,1.837402
7093,-0.2463983,0.7729526,1.886192
7127,-0.1582365,0.5493901,1.751543
7159,-0.1477374,0.5327041,1.701235
7194,0.02484155,0.6272069,1.787827
7225,-0.1352537,0.4673017,1.684185
7260,-0.1388584,0.4800467,1.698174
7293,-0.1464321,0.4950884,1.7146
7327,-0.1513601,0.5279489,1.728805
7359,-0.1548175,0.5400035,1.745992
7394,-0.15759,0.5451393,1.758953
7427,-0.1672254,0.5446689,1.769876
7461,-0.1705704,0.542789,1.774352
7492,-0.1720577,0.5424151,1.779449
7527,-0.1723871,0.5423546,1.777458
7558,-0.1741501,0.5370825,1.772321
7594,-0.1709101,0.5271966,1.746953
7628,-0.1608961,0.5053605,1.698456
7661,-0.153966,0.4534604,1.678394
7693,-0.1480363,0.4372685,1.671985
7727,-0.1499441,0.449984,1.681683
7758,-0.1542785,0.4727504,1.691989
7795,-0.1577666,0.5111425,1.699431
7827,-0.1573076,0.5292835,1.715264
7860,-0.1571402,0.5719323,1.727672
7892,-0.1595577,0.5841734,1.744028
7927,-0.1596039,0.5724933,1.756872
7959,-0.1692761,0.6579943,1.782084
7993,-0.1740572,0.6334433,1.783102
8026,-0.1746388,0.647671,1.791573
8061,-0.17359,0.6441905,1.784733
8093,-0.1747377,0.7147974,1.801985
8127,-0.1695963,0.7085699,1.72744
8159,-0.1552894,0.7019239,1.657695
8194,-0.1498406,0.6856034,1.627903
8226,-0.1536716,0.6884196,1.63713
8261,-0.16564,0.6894623,1.659851
8296,-0.175575,0.6954904,1.686383
8328,-0.1823013,0.6930413,1.715084
8360,-0.1803008,0.6897822,1.733149
8394,-0.1886115,0.652198,1.741437
