27,0.2481194,0.6159001,1.711424
74,0.2476548,0.6153613,1.71063
118,0.2481292,0.6157598,1.711674
161,0.2472668,0.6147543,1.710355
215,0.2471649,0.6166127,1.712675
268,0.2463521,0.6177614,1.714487
314,0.2427389,0.6233744,1.720462
364,0.2417811,0.6260836,1.726125
411,0.2366753,0.6326418,1.738474
462,0.2351393,0.6374989,1.747329
509,0.2310829,0.639937,1.753561
547,0.2296386,0.6406732,1.75711
595,0.2284832,0.6404877,1.756835
644,0.2275917,0.639932,1.750812
690,0.2282399,0.6480964,1.746049
734,0.2328158,0.6417085,1.708021
780,0.2395332,0.6424724,1.670109
830,0.2486228,0.6206304,1.629934
879,0.2513202,0.5496099,1.612284
925,0.2484349,0.5493284,1.610292
971,0.2471092,0.560896,1.616913
1017,0.2473091,0.5745927,1.618727
1066,0.2468527,0.5925992,1.622351
1122,0.2428388,0.634931,1.633449
1165,0.2389869,0.6489064,1.646119
1217,0.2307339,0.6706379,1.686502
1264,0.2253503,0.6714863,1.703601
1311,0.2169928,0.6708692,1.732512
1358,0.2214179,0.7196759,1.761303
1399,0.2178963,0.7175704,1.765413
1451,0.2191867,0.7164464,1.75447
1498,0.2149767,0.6639244,1.7063
1546,0.2244984,0.660504,1.63718
1592,0.2337216,0.6329992,1.602878
1644,0.2385342,0.5895833,1.579472
1687,0.2377406,0.5899568,1.581125
1733,0.2350217,0.5950631,1.583115
1773,0.2310354,0.6313487,1.596821
1813,0.2281463,0.6487485,1.613442
1859,0.2250888,0.6592978,1.637524
1904,0.2175653,0.6601939,1.68218
1938,0.2130757,0.6538967,1.694146
1982,0.2107724,0.6469601,1.699047
2021,0.2083346,0.6411448,1.701552
2072,0.2082898,0.6385678,1.701528
2121,0.2128172,0.6486656,1.688848
2161,0.2229685,0.6552814,1.637144
2209,0.2274057,0.6260949,1.61112
2254,0.2286327,0.5833047,1.609477
2300,0.2293101,0.5621606,1.607095
2342,0.2323731,0.5654547,1.597696
2386,0.2323429,0.5743262,1.597553
2425,0.2302345,0.5945244,1.597523
2475,0.2238314,0.6398004,1.620878
2522,0.2196984,0.6499159,1.637383
2561,0.2166827,0.660957,1.660945
2602,0.2096673,0.6656269,1.701015
2632,0.2070674,0.6664537,1.711351
2680,0.2054633,0.6617495,1.715972
2726,0.2047758,0.6592984,1.717333
2774,0.2070683,0.6595572,1.698601
2813,0.2115094,0.6610212,1.675524
2858,0.2181696,0.6640425,1.641071
2907,0.2259948,0.6474031,1.60704
2952,0.2294933,0.571885,1.59252
2995,0.2288979,0.5648959,1.588242
3043,0.2298793,0.5785073,1.582465
3088,0.2294055,0.5808649,1.582814
3131,0.2284656,0.5836222,1.583145
3174,0.2289475,0.5945879,1.592121
3214,0.2281704,0.6043913,1.594929
3254,0.2272895,0.6150439,1.603851
3305,0.2253284,0.6225107,1.610619
3350,0.222566,0.6352476,1.630606
3390,0.2209502,0.6392679,1.642053
3417,0.2175785,0.6487045,1.659065
3462,0.2153376,0.6492804,1.667469
3511,0.2139117,0.6514043,1.676345
3556,0.2126964,0.6517889,1.685533
3601,0.2109829,0.6520315,1.692605
3643,0.2086401,0.6502554,1.702152
3679,0.2083457,0.649057,1.708355
3726,0.2078963,0.6489112,1.70871
3773,0.2068211,0.6484851,1.714993
3813,0.2075232,0.6488031,1.718442
3842,0.2073761,0.6472556,1.716708
3889,0.2075008,0.6470966,1.717975
3936,0.2080336,0.645382,1.718931
3985,0.2085711,0.6440477,1.715437
4027,0.2086406,0.6429923,1.712635
4073,0.2095728,0.643302,1.713636
4116,0.2090518,0.6423284,1.712508
4166,0.2093242,0.6427645,1.714092
4219,0.2096776,0.6430629,1.714007
4266,0.2096435,0.643008,1.713665
4315,0.2102134,0.6432711,1.714933
4358,0.2098315,0.6425628,1.714378
4409,0.2100406,0.6427822,1.715512
4453,0.2098277,0.6424006,1.713776
